,ID,source.x,target.x,ligand.x,receptor.x,prob.x,pval.x,interaction_name.x,interaction_name_2.x,pathway_name.x,annotation.x,evidence.x,source.y,target.y,ligand.y,receptor.y,prob.y,pval.y,interaction_name.y,interaction_name_2.y,pathway_name.y,annotation.y,evidence.y,abslogPdif,INTastX,INTastY,INT,ID (source_target_ligand_receptor)
894,L6CTa_AST_GAS6_MERTK,L6CTa,AST,Gas6,Mertk,0.0821555846519931,0.0,GAS6_MERTK,Gas6  - Mertk,GAS,Secreted Signaling,PMID: 27801848,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,1.08536290939134,L6CTa_AST,NA_NA,L6CTa_AST_NA_NA,NA
228,AST_Pvalb_SEMA6A_PLXNA4,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,AST,Pvalb,Sema6a,Plxna4,0.0845602153275054,0.0,SEMA6A_PLXNA4,Sema6a  - Plxna4,SEMA6,Cell-Cell Contact,PMID: 27533782,1.07283391979443,NA_NA,AST_Pvalb,NA_NA_AST_Pvalb,NA
1431,Vlp_AST_GAS6_MERTK,Vlp,AST,Gas6,Mertk,0.0856467589666621,0.0,GAS6_MERTK,Gas6  - Mertk,GAS,Secreted Signaling,PMID: 27801848,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,1.06728906690193,Vlp_AST,NA_NA,Vlp_AST_NA_NA,NA
220,L2/3/4_AST_GAS6_MERTK,L2/3/4,AST,Gas6,Mertk,0.185503320828719,0.0,GAS6_MERTK,Gas6  - Mertk,GAS,Secreted Signaling,PMID: 27801848,L2/3/4,AST,Gas6,Mertk,0.0515995761937482,0.0,GAS6_MERTK,Gas6  - Mertk,GAS,Secreted Signaling,PMID: 27801848,0.555705554017428,L2/3/4_AST,L2/3/4_AST,L2/3/4_AST_L2/3/4_AST,NA
944,L6CTb_AST_GAS6_MERTK,L6CTb,AST,Gas6,Mertk,0.173106337665126,0.0,GAS6_MERTK,Gas6  - Mertk,GAS,Secreted Signaling,PMID: 27801848,L6CTb,AST,Gas6,Mertk,0.0586681814205925,0.0,GAS6_MERTK,Gas6  - Mertk,GAS,Secreted Signaling,PMID: 27801848,0.469910342005263,L6CTb_AST,L6CTb_AST,L6CTb_AST_L6CTb_AST,NA
1211,Pvalb_AST_GAS6_MERTK,Pvalb,AST,Gas6,Mertk,0.216891269621453,0.0,GAS6_MERTK,Gas6  - Mertk,GAS,Secreted Signaling,PMID: 27801848,Pvalb,AST,Gas6,Mertk,0.0804625090088596,0.0,GAS6_MERTK,Gas6  - Mertk,GAS,Secreted Signaling,PMID: 27801848,0.430648500239905,Pvalb_AST,Pvalb_AST,Pvalb_AST_Pvalb_AST,NA
375,L2/3_AST_CDH4_CDH4,L2/3,AST,Cdh4,Cdh4,0.0339735058607988,0.0,CDH4_CDH4,Cdh4  - Cdh4,CDH,Cell-Cell Contact,KEGG: mmu04514,L2/3,AST,Cdh4,Cdh4,0.0130475324356878,0.0,CDH4_CDH4,Cdh4  - Cdh4,CDH,Cell-Cell Contact,KEGG: mmu04514,0.415611980583443,L2/3_AST,L2/3_AST,L2/3_AST_L2/3_AST,NA
17,AST_L2/3_CDH4_CDH4,AST,L2/3,Cdh4,Cdh4,0.0339735058607988,0.0,CDH4_CDH4,Cdh4  - Cdh4,CDH,Cell-Cell Contact,KEGG: mmu04514,AST,L2/3,Cdh4,Cdh4,0.0130475324356878,0.0,CDH4_CDH4,Cdh4  - Cdh4,CDH,Cell-Cell Contact,KEGG: mmu04514,0.415611980583443,AST_L2/3,AST_L2/3,AST_L2/3_AST_L2/3,NA
2119,L5NP_AST_NEGR1_NEGR1,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,L5NP,AST,Negr1,Negr1,0.427634104477304,0.0,NEGR1_NEGR1,Negr1  - Negr1,NEGR,Cell-Cell Contact,KEGG: mmu04514,0.368927666429419,NA_NA,L5NP_AST,NA_NA_L5NP_AST,NA
115,AST_L5NP_NEGR1_NEGR1,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,AST,L5NP,Negr1,Negr1,0.427634104477304,0.0,NEGR1_NEGR1,Negr1  - Negr1,NEGR,Cell-Cell Contact,KEGG: mmu04514,0.368927666429419,NA_NA,AST_L5NP,NA_NA_AST_L5NP,NA
157,AST_L6b_NEGR1_NEGR1,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,AST,L6b,Negr1,Negr1,0.427820589916882,0.0,NEGR1_NEGR1,Negr1  - Negr1,NEGR,Cell-Cell Contact,KEGG: mmu04514,0.368738317772669,NA_NA,AST_L6b,NA_NA_AST_L6b,NA
2704,L6b_AST_NEGR1_NEGR1,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,L6b,AST,Negr1,Negr1,0.427820589916882,0.0,NEGR1_NEGR1,Negr1  - Negr1,NEGR,Cell-Cell Contact,KEGG: mmu04514,0.368738317772669,NA_NA,L6b_AST,NA_NA_L6b_AST,NA
4473,Vlp_AST_PTPRM_PTPRM,Vlp,AST,Ptprm,Ptprm,0.146098366767079,0.0,PTPRM_PTPRM,Ptprm  - Ptprm,PTPRM,Cell-Cell Contact,KEGG: mmu04514,Vlp,AST,Ptprm,Ptprm,0.0862356243370713,0.0,PTPRM_PTPRM,Ptprm  - Ptprm,PTPRM,Cell-Cell Contact,KEGG: mmu04514,0.228958649025041,Vlp_AST,Vlp_AST,Vlp_AST_Vlp_AST,NA
256,AST_Vlp_PTPRM_PTPRM,AST,Vlp,Ptprm,Ptprm,0.146098366767079,0.0,PTPRM_PTPRM,Ptprm  - Ptprm,PTPRM,Cell-Cell Contact,KEGG: mmu04514,AST,Vlp,Ptprm,Ptprm,0.0862356243370713,0.0,PTPRM_PTPRM,Ptprm  - Ptprm,PTPRM,Cell-Cell Contact,KEGG: mmu04514,0.228958649025041,AST_Vlp,AST_Vlp,AST_Vlp_AST_Vlp,NA
654,L5PT_AST_GAS6_MERTK,L5PT,AST,Gas6,Mertk,0.263801909533325,0.0,GAS6_MERTK,Gas6  - Mertk,GAS,Secreted Signaling,PMID: 27801848,L5PT,AST,Gas6,Mertk,0.190859631017924,0.0,GAS6_MERTK,Gas6  - Mertk,GAS,Secreted Signaling,PMID: 27801848,0.140563854981724,L5PT_AST,L5PT_AST,L5PT_AST_L5PT_AST,NA
559,L5IT_AST_GAS6_MERTK,L5IT,AST,Gas6,Mertk,0.0767104535701951,0.0,GAS6_MERTK,Gas6  - Mertk,GAS,Secreted Signaling,PMID: 27801848,L5IT,AST,Gas6,Mertk,0.0561950465732296,0.0,GAS6_MERTK,Gas6  - Mertk,GAS,Secreted Signaling,PMID: 27801848,0.135156515145876,L5IT_AST,L5IT_AST,L5IT_AST_L5IT_AST,NA
